0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
G45	0.5281049	0.6896783	0.4772776	0.5649146	0.7506943	0.7170068	0.6374476	0.4873935	0.5892216	0.7439800	0.7321036	0.6605251	0.7051753	0.7389776	0.5778598	0.6307836	0.6162899	0.5930428	0.6536390	0.6539418	0.6420246	0.7140021	0.6076569	0.6187490	0.5669954	0.6251920	0.6307258	0.6701135	0.7308251	0.6193807	0.5851054	0.7328863	0.5880621	0.6323341	0.5470038	0.6110677	0.5258666	0.6089447	0.6649197	0.5589355	0.6192296	0.7364861	0.0260048	0.5342381	0.0000000	0.5612632	0.6660143	0.5652873	0.6896917	0.5436668	0.6029508	0.6699484	0.6427623	0.5919308	0.7300255	0.6160326	0.5527241	0.6387853	0.5649348	0.5800357	0.7091775	0.5782989	0.5959342	0.5716516	0.6361287	0.5637704	0.6565246	0.5159553	0.6143091	0.6104628	0.6410739	0.6350986	0.5756899	0.7110705	0.6198316	0.7197041	0.6904592	0.5961823	0.7136956	0.5751486	0.7032442	0.5917196	0.6448377	0.6448932	0.5784936	0.5628570	0.5607193	0.6276922	0.6372448	0.6655646	0.6357019	0.6882828	0.6559643	0.7020087	0.6100350	0.6534641	0.5614773	0.6798791	0.6845249	0.5839952
G46	0.6442486	0.6827151	0.6440980	0.5645867	0.6428987	0.6127639	0.7104302	0.6491686	0.6091182	0.6149987	0.6339174	0.6222219	0.5812106	0.5560001	0.5718079	0.7592034	0.5475039	0.5138264	0.6852211	0.6237119	0.6681557	0.6730267	0.7021592	0.6884115	0.6347083	0.5779940	0.6976544	0.6134955	0.6861714	0.7166031	0.6559244	0.6705542	0.5945789	0.7138426	0.5943340	0.7564905	0.6552626	0.6604862	0.5842181	0.6748701	0.5723089	0.5735409	0.6099450	0.5882823	0.5853057	0.0000000	0.6055178	0.6637241	0.6609820	0.7201714	0.6918445	0.6665436	0.6394640	0.7394644	0.6032928	0.5575491	0.5808304	0.6506893	0.6317193	0.5945634	0.5568340	0.6566258	0.6595911	0.7009383	0.5658038	0.5842969	0.5747771	0.5591603	0.6910787	0.6832150	0.7424729	0.5597028	0.7218047	0.5949082	0.6181842	0.6918903	0.6539226	0.7317313	0.7064551	0.6108306	0.5894428	0.6880907	0.7265921	0.7149912	0.6316492	0.5915680	0.5141005	0.6560809	0.6935265	0.5864409	0.6445295	0.6376225	0.6693316	0.6344302	0.6108683	0.6657075	0.6239590	0.6313985	0.6686946	0.6360761
G47	0.5632948	0.5273294	0.6401306	0.5552794	0.5383822	0.6793284	0.6357458	0.5586233	0.5357622	0.3608112	0.6086672	0.5706175	0.6830568	0.5195487	0.5065531	0.5477346	0.6494621	0.5157599	0.6264181	0.6449867	0.6690251	0.6019771	0.7680274	0.5397557	0.6009655	0.5755618	0.6479841	0.5371617	0.5204771	0.5272498	0.5650511	0.6096868	0.6688394	0.5307108	0.6265702	0.4646258	0.4015911	0.6578161	0.5016070	0.5599328	0.5779073	0.5199408	0.5984608	0.6875518	0.5865583	0.0044084	0.0000000	0.6607026	0.6241884	0.4746056	0.7533509	0.6404665	0.5306401	0.5959980	0.6164501	0.5167513	0.6091305	0.5500159	0.5674413	0.4493214	0.5432598	0.6082595	0.6836827	0.5122052	0.6288841	0.6041944	0.5619893	0.5984107	0.6554378	0.5647497	0.6319441	0.6307384	0.6264459	0.6537257	0.7082639	0.7359061	0.5493677	0.5885195	0.6048876	0.6920782	0.6810397	0.6503220	0.5977218	0.5902890	0.6718307	0.5522119	0.6919287	0.6306347	0.5804246	0.5706196	0.5314085	0.5135653	0.6387984	0.5822324	0.4820664	0.4828603	0.6395794	0.6615140	0.5918781	0.5496586
G48	0.6088340	0.6031120	0.5848890	0.5853099	0.5532904	0.5975705	0.4632009	0.4714289	0.5132080	0.2860570	0.4993002	0.5599558	0.6498042	0.4729016	0.5617310	0.5685231	0.5702873	0.5206133	0.5129318	0.5361805	0.6646783	0.6116898	0.5140870	0.5455939	0.6431645	0.5609397	0.4637438	0.5698545	0.5279470	0.6083029	0.5373807	0.4996189	0.5668461	0.6371881	0.5806125	0.3349336	0.3749371	0.5316303	0.5626400	0.5733545	0.5351856	0.6789738	0.5781351	0.5098626	0.5132490	0.0176074	0.6197508	0.0000000	0.6113732	0.6150111	0.5173940	0.5148252	0.6269741	0.5751668	0.6470546	0.6096438	0.5941647	0.5956925	0.5304888	0.5458905	0.6797599	0.5250621	0.5731733	0.4842510	0.5298929	0.6077429	0.6030410	0.5624360	0.5218512	0.5790561	0.6097097	0.4781747	0.5660094	0.5971314	0.6107467	0.4043280	0.6582903	0.4920618	0.4956573	0.5477084	0.5726081	0.5410356	0.5142572	0.5638296	0.5403347	0.4893557	0.5650109	0.5164845	0.5514493	0.6507963	0.4700642	0.5860599	0.6329798	0.5077018	0.6032313	0.5293883	0.6338684	0.5320422	0.5237386	0.5495458
G49	0.4130773	0.5133069	0.3957852	0.4265350	0.4495561	0.3576292	0.4152558	0.4027835	0.4322042	0.4199829	0.3798913	0.4226553	0.3438675	0.3899954	0.3706405	0.3808407	0.3901985	0.4144505	0.3198202	0.3916420	0.4409068	0.3903936	0.4039817	0.4030125	0.3926456	0.3700362	0.4324221	0.4524666	0.4732971	0.5216685	0.3957681	0.5249660	0.3886161	0.4470265	0.3704714	0.5143208	0.3744335	0.4667297	0.5740602	0.4748948	0.4670513	0.4466629	0.4369141	0.3997578	0.4481275	0.1135863	0.4536154	0.4344867	0.0000000	0.3072869	0.3936215	0.4876572	0.4312048	0.4171468	0.5032661	0.3975689	0.3040328	0.3916701	0.4318140	0.3762034	0.3637786	0.3716539	0.4820203	0.3113582	0.4487259	0.4097196	0.5342836	0.4191754	0.2921978	0.5893839	0.3635478	0.3464776	0.4384591	0.3746817	0.4233569	0.3362870	0.4927299	0.4213745	0.4375859	0.4323641	0.3851230	0.3929967	0.7379725	0.4208928	0.3988055	0.4090904	0.4094680	0.3414627	0.4041868	0.3750535	0.4364433	0.4320835	0.3902952	0.4165703	0.3243016	0.3782964	0.5136550	0.3647437	0.4223927	0.5508307
G50	0.1513527	0.1555023	0.1920953	0.1237604	0.2271856	0.1746137	0.1286340	0.1509796	0.1938566	0.1277005	0.1131065	0.2103702	0.1639488	0.1934938	0.2049497	0.1543094	0.0969014	0.1124522	0.1915242	0.1522554	0.1773935	0.1990595	0.1850871	0.1167898	0.1367232	0.1431297	0.1191615	0.1191694	0.1383342	0.1404397	0.1367552	0.1157199	0.1676533	0.1801325	0.1575635	0.1703029	0.1511466	0.1766436	0.1046468	0.1302031	0.1817103	0.1673276	0.0497805	0.0393148	0.1956167	0.2724664	0.1281718	0.1398645	0.1831820	0.0000000	0.1701177	0.2019348	0.2051773	0.1517883	0.1788740	0.1947079	0.1587039	0.1881818	0.1614299	0.1748701	0.1412232	0.3598873	0.1662181	0.1584042	0.1446863	0.1258787	0.1549966	0.2037711	0.1076985	0.1232043	0.1188850	0.1813919	0.1668572	0.1579227	0.1928821	0.1401334	0.1441321	0.1561324	0.1666089	0.1408399	0.1885502	0.1433881	0.1709828	0.1791977	0.1716291	0.1414758	0.1555393	0.1453416	0.1714605	0.1613741	0.1307728	0.1819016	0.1435313	0.1846649	0.1834767	0.2328572	0.1418581	0.1333038	0.1648535	0.1422041
G51	0.5727221	0.6421363	0.4906813	0.5765799	0.4969665	0.7030232	0.5470671	0.7625226	0.5134268	0.5884912	0.6404347	0.4627525	0.6369747	0.5897924	0.5421328	0.6223403	0.6359932	0.6387457	0.6632616	0.5666737	0.5948197	0.5792411	0.7318339	0.5750701	0.7220126	0.5909231	0.5720469	0.5631335	0.5987571	0.6298232	0.5333773	0.5800179	0.6973536	0.6119412	0.6552414	0.5689280	0.5869739	0.6160671	0.6246305	0.6816109	0.7187189	0.5812972	0.5883669	0.5285116	0.5473141	0.5150339	0.5573561	0.5664852	0.5879513	0.6879094	0.0000000	0.6065725	0.5984948	0.5495356	0.6152122	0.5223235	0.6085395	0.6618516	0.6503560	0.6664744	0.6222744	0.5853523	0.6769222	0.5206161	0.5058187	0.7087235	0.5784355	0.6183520	0.5874619	0.4382996	0.5216527	0.6724100	0.5759453	0.6808600	0.5949204	0.5807250	0.5963638	0.5843093	0.5452938	0.6063409	0.5645760	0.7118233	0.5553801	0.6165624	0.7279677	0.5313989	0.5756028	0.6091020	0.6006970	0.5862041	0.6485012	0.5654117	0.6011763	0.5400282	0.6537586	0.5378463	0.5646058	0.6605444	0.7080364	0.6607381
G52	0.6712079	0.6702591	0.7250393	0.6211257	0.6350032	0.5603207	0.5930291	0.6803797	0.5604917	0.7526315	0.7650468	0.6656117	0.5934325	0.7710744	0.6103277	0.5042665	0.5827274	0.6518560	0.6749182	0.5652792	0.7966333	0.7069785	0.6093113	0.6442150	0.6573286	0.7447631	0.5771367	0.7008082	0.5767606	0.6442605	0.5915620	0.7408551	0.6359739	0.6237883	0.5626078	0.6362009	0.6447923	0.6592767	0.7321681	0.6667259	0.6556234	0.7243913	0.6386473	0.6716810	0.6734212	0.0816160	0.5626083	0.5938144	0.6910290	0.6382263	0.6041933	0.0000000	0.6531281	0.6457444	0.5649053	0.5973186	0.6404557	0.5826815	0.6404382	0.7622208	0.6755298	0.5886891	0.6702209	0.6501395	0.5657631	0.4678733	0.6325100	0.7011160	0.6016946	0.6096562	0.6327535	0.5765638	0.6876877	0.5904504	0.5681030	0.6600270	0.6689635	0.5887829	0.6832426	0.6209643	0.6238604	0.5907778	0.7591750	0.6280314	0.5902469	0.5350357	0.5980705	0.6785315	0.7303252	0.7570375	0.6753693	0.6269581	0.6312398	0.6796841	0.5723583	0.5601499	0.5879060	0.6267688	0.6847043	0.5771810
G53	0.4076460	0.4439862	0.4625719	0.3630651	0.3266532	0.3263965	0.3711263	0.4064156	0.5003382	0.3267666	0.4926469	0.5182685	0.3808020	0.4875020	0.3766724	0.3540316	0.3991508	0.3499829	0.3566975	0.4509536	0.5288148	0.4347260	0.4301698	0.3832728	0.3675786	0.3821606	0.4358532	0.4157102	0.4756491	0.5153449	0.3656644	0.4011532	0.4201700	0.4868925	0.4258803	0.4769745	0.4153559	0.4110166	0.5382765	0.4205682	0.3948248	0.4571384	0.3688552	0.4636308	0.4015006	0.0283991	0.3215564	0.3443483	0.4141462	0.4603838	0.4897528	0.3726277	0.0000000	0.3459550	0.3195626	0.4684092	0.3033953	0.3914684	0.4393173	0.3811550	0.4302604	0.3134874	0.3725549	0.4762825	0.3916366	0.4700067	0.4058452	0.4487799	0.4647019	0.4444788	0.5214041	0.5082457	0.3846391	0.3939738	0.4077653	0.5613246	0.4044903	0.4737553	0.4797215	0.3918245	0.3139257	0.4033554	0.4341322	0.3558095	0.5193460	0.3309038	0.4611354	0.3885844	0.4979111	0.4255835	0.4266051	0.4533347	0.3524680	0.3630537	0.2881091	0.3008357	0.4268914	0.4550448	0.4048244	0.4342579
G54	0.1764872	0.2447578	0.3109247	0.2937863	0.2784007	0.2751739	0.2596656	0.3302262	0.2226137	0.2610226	0.2903303	0.2033919	0.1610480	0.3584931	0.2053604	0.2775636	0.1894407	0.2907897	0.2611212	0.3965761	0.2115691	0.2221610	0.2386148	0.1804211	0.2308699	0.2491090	0.2427981	0.3121287	0.2698317	0.1694432	0.2428953	0.2035617	0.2464636	0.2311127	0.2774425	0.2392151	0.2424678	0.2022067	0.2304615	0.3360747	0.2385807	0.2364367	0.2451130	0.3093750	0.2908991	0.3613515	0.2390096	0.1754510	0.2038031	0.2574981	0.2469671	0.1980961	0.2526307	0.0000000	0.6008045	0.2487899	0.2184488	0.2774214	0.2161500	0.3244782	0.2408429	0.2509585	0.2867087	0.2410780	0.2381782	0.2156731	0.2472205	0.2699494	0.1708806	0.2369249	0.2366258	0.2887466	0.2435138	0.3187877	0.2275401	0.1960357	0.2825707	0.2595381	0.2329909	0.2792494	0.3194346	0.1633650	0.2902062	0.2676552	0.1816772	0.2154226	0.1828116	0.1888468	0.3431778	0.2553945	0.2803853	0.2462461	0.1814548	0.2338299	0.1990740	0.2774777	0.2835281	0.1555146	0.2437733	0.1537280
G55	0.4782547	0.5599034	0.4424028	0.4319787	0.5071775	0.5105820	0.5957436	0.5170125	0.5030202	0.5278959	0.4373473	0.5402469	0.4811097	0.4868025	0.4187027	0.4739660	0.5423433	0.5381492	0.5096676	0.5709816	0.5037623	0.4149578	0.5271842	0.5240255	0.5907128	0.5261928	0.4869208	0.5771459	0.6253722	0.6133538	0.5268339	0.4707325	0.5105833	0.4762088	0.4839080	0.5160726	0.6254257	0.5000735	0.5071390	0.4557998	0.5226811	0.4987390	0.4940729	0.5261613	0.4851764	0.1616572	0.4789568	0.4502460	0.5000788	0.5163976	0.4039755	0.5280313	0.4508579	0.5745679	0.0000000	0.4605807	0.5092000	0.4949619	0.4232959	0.4400457	0.5245007	0.4834274	0.5201872	0.4517344	0.4733380	0.4716987	0.4925093	0.6305872	0.4235797	0.4359869	0.4313170	0.4498790	0.3678652	0.4176979	0.5504869	0.4878931	0.4404024	0.5101021	0.5461602	0.4930459	0.4319440	0.4381733	0.4426557	0.4642732	0.5064613	0.4349612	0.4368490	0.4662863	0.4739684	0.4091143	0.4865189	0.4205912	0.5030877	0.5046236	0.5195483	0.4810128	0.5001586	0.3953182	0.3928823	0.5282347
G56	0.2742254	0.3840037	0.3928279	0.3790454	0.2632461	0.3104444	0.3016661	0.3914679	0.2468926	0.2938402	0.4084003	0.3411436	0.3804693	0.3306016	0.3476712	0.4293977	0.2536145	0.2552360	0.2909532	0.5729988	0.3217104	0.3027760	0.3465507	0.3898751	0.3301926	0.2594154	0.3204263	0.4241101	0.3891547	0.3170506	0.2198912	0.3174024	0.3672579	0.2648243	0.2602136	0.2861551	0.3077263	0.3149353	0.3450758	0.2869151	0.2388775	0.4139008	0.2879572	0.3058892	0.3044715	0.5298363	0.2341788	0.3072083	0.3746948	0.4110526	0.4624342	0.3197889	0.3134047	0.4355926	0.2733586	0.0000000	0.6493443	0.3640313	0.4949395	0.3320815	0.2904868	0.2934683	0.3447071	0.2570413	0.2588857	0.2874703	0.3430712	0.4235138	0.4389650	0.3417961	0.2857691	0.3074487	0.3194335	0.3899441	0.3234940	0.2767741	0.2891371	0.2014967	0.3047700	0.2997287	0.3097207	0.3141601	0.2577454	0.3846995	0.4141492	0.3126282	0.3580896	0.3073184	0.3269307	0.3842701	0.3850645	0.3436960	0.3324196	0.2811478	0.2770747	0.4008678	0.2779257	0.3039696	0.2442504	0.2903819
G57	0.2271943	0.2437096	0.2177685	0.3242856	0.2828734	0.3588833	0.2728905	0.2001082	0.2372928	0.3396464	0.2968069	0.1736987	0.2641484	0.2568136	0.2711673	0.2649676	0.2037454	0.2477451	0.3255038	0.2026719	0.2628030	0.2549014	0.2785729	0.2898452	0.3002672	0.2615291	0.1605049	0.2703317	0.2275261	0.2045191	0.2441778	0.2536706	0.2513827	0.2795591	0.2668770	0.2212272	0.2472613	0.2799181	0.2233713	0.1959082	0.2371262	0.2538822	0.2779475	0.2395303	0.2892476	0.6184103	0.2589481	0.2222050	0.2664913	0.2238840	0.1740260	0.2534670	0.2189005	0.2633607	0.3171509	0.1883879	0.0000000	0.2402703	0.1809028	0.2022960	0.2199152	0.2588522	0.3581426	0.2932684	0.3030673	0.2865792	0.1965880	0.2233267	0.1842018	0.2506739	0.2272216	0.2408318	0.2751953	0.2779125	0.2555335	0.2352349	0.3078560	0.2102573	0.2239446	0.1624172	0.3226359	0.2632275	0.2069538	0.2619557	0.2872807	0.3143353	0.1974596	0.2705754	0.3539915	0.2314761	0.2309680	0.2701918	0.2702976	0.2572626	0.3079222	0.3915918	0.2912732	0.2534130	0.3414741	0.1841699
G58	0.1937205	0.1747903	0.1960570	0.2854713	0.2066177	0.1858281	0.2357061	0.2255116	0.2521774	0.2171020	0.2952264	0.1922330	0.2440592	0.1897208	0.2063402	0.2055971	0.2681241	0.2315749	0.2360119	0.1843973	0.2264545	0.2085472	0.2010188	0.2832113	0.1806605	0.2225450	0.2662880	0.2246790	0.2107474	0.1935961	0.2421079	0.2628434	0.2412927	0.2524793	0.2461376	0.1917281	0.2022411	0.2519164	0.1918782	0.1821607	0.1913720	0.2782811	0.2761450	0.2449520	0.2543479	0.4282827	0.2983487	0.2059574	0.2526345	0.2319594	0.1987672	0.1809027	0.2270514	0.3058995	0.2255937	0.2645743	0.2903792	0.0000000	0.2058273	0.2016439	0.3065596	0.2473936	0.2816019	0.2278233	0.2137486	0.2947213	0.2107174	0.1441945	0.2288442	0.2786027	0.2085901	0.2145434	0.2494355	0.2270379	0.1961705	0.2315546	0.2425595	0.2413555	0.3229837	0.2002644	0.2568670	0.2476709	0.0188656	0.2343565	0.0269147	0.1947979	0.2501200	0.1970034	0.2063519	0.2439958	0.2541262	0.1800774	0.2966439	0.2242874	0.1862568	0.1941665	0.2855377	0.2855310	0.2855585	0.2729453
G59	0.0957834	0.0577307	0.0933089	0.0826917	0.1098499	0.1242623	0.0681793	0.1008349	0.0609513	0.1904391	0.0987687	0.0844405	0.0997014	0.0970971	0.0723053	0.0778216	0.1124574	0.0527067	0.1154814	0.0767788	0.1214340	0.0997507	0.0730544	0.0794348	0.0821253	0.1689489	0.0932679	0.0967399	0.0761431	0.0764340	0.0786097	0.0623275	0.0902498	0.1295431	0.0727629	0.2463711	0.2467327	0.0731883	0.1022099	0.0778703	0.0943325	0.1224134	0.4625120	0.3773219	0.0749051	0.0319655	0.0884364	0.0772793	0.0811562	0.0903606	0.0724884	0.0689628	0.1227717	0.0971760	0.1020345	0.1256682	0.0986400	0.0910204	0.0000000	0.1028062	0.0740992	0.1103810	0.4581267	0.0408761	0.0836213	0.0541303	0.0693246	0.0650345	0.0901500	0.1262916	0.1084828	0.0894376	0.1000324	0.0824942	0.1381599	0.0677477	0.1110034	0.0913287	0.1817125	0.0978563	0.0721625	0.0893595	0.1377038	0.0678746	0.0854647	0.0845956	0.0768548	0.0806498	0.0757388	0.0599570	0.1001339	0.1038307	0.1070900	0.0428367	0.0988713	0.0733849	0.0752429	0.0798089	0.0953667	0.1023855
G60	0.1672701	0.2251762	0.2453861	0.1717199	0.1922477	0.2589678	0.2057897	0.2566305	0.2624538	0.3905827	0.2257527	0.2079187	0.2780019	0.2529882	0.2931373	0.1957467	0.2426002	0.2459754	0.2229429	0.2405419	0.2405968	0.2001034	0.1822973	0.1652671	0.2336677	0.2606617	0.3110060	0.3009025	0.2367096	0.2144465	0.3176466	0.2538601	0.2392678	0.2288496	0.2245660	0.4425667	0.5647076	0.2580685	0.2826609	0.2905451	0.2286941	0.2324606	0.3838017	0.4068800	0.2249042	0.1647058	0.2273959	0.2112750	0.2454599	0.2516997	0.2322899	0.1941709	0.2269213	0.2725636	0.1860847	0.2265690	0.2210580	0.2534823	0.2793601	0.0000000	0.2185614	0.2166889	0.4177021	0.2393452	0.2406141	0.2290983	0.2535367	0.2321712	0.2823633	0.2814027	0.2620439	0.2405900	0.2687280	0.2907116	0.1929981	0.3058519	0.2903198	0.2830218	0.2633212	0.2208577	0.2228654	0.3457801	0.2261778	0.2512536	0.2704225	0.2826338	0.2391609	0.2351796	0.2425787	0.2744282	0.2569633	0.2655389	0.2363941	0.2283066	0.1955054	0.1708712	0.2529922	0.2310381	0.2287665	0.2285695
G61	0.0191606	0.0106182	0.0167140	0.0421369	0.0459068	0.0111971	0.0094246	0.0194444	0.0152309	0.1727282	0.0268373	0.0133169	0.0269588	0.0266261	0.0160513	0.0049377	0.0244014	0.0290451	0.0422778	0.0328779	0.0206392	0.0157811	0.0137971	0.0242974	0.0144995	0.0295948	0.0223026	0.0278430	0.0155167	0.0141624	0.0242534	0.0068275	0.0088197	0.0285825	0.0052577	0.1710295	0.1167178	0.0228447	0.0137549	0.0253313	0.0194039	0.0284060	0.2878173	0.4029222	0.0085343	0.0005867	0.0306782	0.0127566	0.0154512	0.0070257	0.0049358	0.0093098	0.0216993	0.0166237	0.0247459	0.0262681	0.0123484	0.0252916	0.0079780	0.0177310	0.0000000	0.0120354	0.3007003	0.0371335	0.0086083	0.0178843	0.0422028	0.0331584	0.0271673	0.0244139	0.0152986	0.0235497	0.0102199	0.0391492	0.0237364	0.0466106	0.0178811	0.0067284	0.0091154	0.0142720	0.0167449	0.0224388	0.0149419	0.0266290	0.0504871	0.0480102	0.0117761	0.0098987	0.0300231	0.0461561	0.0113858	0.0266925	0.0160201	0.0231315	0.0129793	0.0140182	0.0044642	0.0158342	0.0092732	0.0138012
G62	0.3832302	0.2531312	0.1911900	0.2722464	0.2193107	0.2691421	0.2243965	0.3202314	0.3423942	0.4050143	0.2709562	0.3524609	0.3472999	0.3022741	0.2975483	0.2770799	0.2965276	0.2948644	0.2393066	0.3174797	0.2279816	0.2405155	0.2234246	0.2144321	0.2502427	0.2091080	0.3386448	0.2593995	0.2758793	0.2609029	0.2720215	0.2374180	0.3092656	0.2477863	0.2382928	0.4961904	0.5642452	0.2502933	0.3678790	0.2830849	0.2349492	0.2778782	0.1011437	0.1165601	0.2024535	0.5831179	0.2749861	0.2439409	0.3062641	0.2388080	0.3441657	0.3280449	0.3002529	0.2500079	0.3652463	0.2724753	0.3277709	0.2697535	0.2726588	0.2002695	0.2389483	0.0000000	0.3243275	0.3105169	0.2920854	0.2498670	0.2770162	0.3091746	0.3161408	0.2418727	0.4031580	0.3139836	0.2548770	0.3222828	0.2836780	0.2121101	0.2487656	0.2437526	0.2335435	0.2759519	0.2260538	0.2487828	0.3164503	0.2817959	0.2959759	0.2833950	0.2536030	0.2750690	0.2889066	0.2889972	0.2631110	0.2909765	0.2776712	0.2443153	0.2523383	0.3495059	0.2701538	0.3740078	0.2258676	0.2487531
G63	0.5004313	0.5183120	0.5965761	0.6312301	0.4963885	0.5209723	0.6312061	0.6321454	0.6058534	0.5669274	0.6652760	0.6472501	0.5862774	0.7334097	0.5274959	0.6981689	0.5203138	0.7650476	0.6220593	0.6276905	0.5046727	0.6066484	0.5070559	0.6916520	0.6350267	0.6910205	0.6090936	0.6579569	0.6208520	0.7425325	0.5609185	0.4617584	0.6612131	0.6108542	0.6593910	0.6334341	0.6038602	0.5969316	0.6514299	0.6290854	0.5308652	0.5679271	0.0414660	0.0277479	0.5584812	0.5407817	0.5946256	0.7086676	0.6223594	0.5865042	0.7031522	0.6279708	0.8001921	0.6058578	0.6521407	0.5848897	0.5809417	0.5862789	0.5807944	0.5421925	0.6413495	0.5786845	0.0000000	0.7578932	0.5580106	0.6234570	0.5592039	0.5253493	0.4864359	0.7074580	0.4535125	0.6273689	0.5976618	0.6507378	0.5025928	0.7018368	0.5044733	0.6525278	0.6899212	0.6639352	0.6441685	0.6829856	0.6030573	0.7559249	0.6747382	0.6590856	0.5498179	0.4719661	0.6844627	0.6458444	0.6365493	0.6549437	0.5384288	0.5503111	0.7681496	0.5568735	0.6856304	0.5432405	0.6094632	0.6941055
G64	0.4651956	0.3322509	0.5809832	0.4120712	0.2757602	0.4224874	0.3725367	0.4084375	0.4550124	0.5231411	0.3880858	0.4288134	0.5175013	0.3675343	0.4829126	0.5048967	0.5104860	0.4121201	0.5046130	0.4461038	0.4451646	0.4499393	0.4329701	0.5187578	0.4398617	0.3582138	0.4223849	0.4317812	0.3442743	0.4785726	0.4626141	0.4709119	0.3780067	0.4766760	0.4106336	0.6134749	0.6299383	0.5106305	0.4507306	0.4125108	0.4590410	0.3898154	0.1563356	0.1604271	0.4020102	0.6362482	0.4791278	0.5535936	0.4263805	0.4931085	0.3645681	0.5164480	0.5035187	0.3935888	0.4739852	0.4294759	0.4637165	0.4530990	0.4361615	0.3813873	0.4107665	0.3278131	0.3541156	0.0000000	0.4287935	0.4413253	0.4519882	0.4119233	0.4964475	0.3540140	0.4447521	0.4194205	0.3631863	0.3897861	0.4988093	0.5071541	0.4502299	0.4897108	0.4167263	0.4547072	0.3917585	0.4595065	0.4209432	0.4267765	0.3538044	0.4481356	0.4396903	0.4852705	0.4402006	0.4549559	0.4030018	0.4834486	0.3756164	0.5335118	0.3908157	0.4536682	0.4607773	0.3957115	0.4396156	0.4946855
G65	0.5216052	0.6567028	0.4634915	0.4967582	0.5103013	0.3836438	0.5701586	0.4855604	0.4039595	0.5097083	0.6221748	0.3912441	0.4030118	0.4313063	0.4696902	0.5055259	0.5313923	0.5067952	0.4811045	0.4421816	0.4332903	0.5060500	0.4264045	0.3511976	0.5186249	0.5565360	0.5523676	0.3912074	0.4037738	0.3769145	0.5413583	0.5075502	0.4516607	0.4126505	0.5565976	0.4068617	0.4903472	0.4520948	0.4649901	0.4711051	0.3944821	0.4746171	0.5148108	0.5095532	0.4474764	0.5138933	0.4433562	0.4643842	0.5782809	0.4740214	0.5640958	0.4646872	0.5036439	0.4559410	0.2497710	0.5399000	0.4983543	0.4930124	0.5094170	0.5916720	0.5224950	0.4711086	0.4301296	0.4623464	0.0000000	0.5325134	0.4207140	0.6463518	0.5189292	0.4486984	0.4090469	0.4606801	0.3892846	0.5145871	0.5335690	0.5627601	0.6080822	0.4719574	0.4595005	0.3954802	0.5270033	0.4594667	0.3917528	0.3875996	0.3775152	0.4640054	0.4440077	0.4170365	0.4607765	0.5640281	0.5394507	0.5206621	0.4536547	0.4603110	0.3862296	0.4556517	0.5030625	0.5846268	0.6118102	0.6149548
G66	0.3500405	0.2664441	0.3135116	0.3345308	0.3120464	0.3833314	0.3041816	0.2153126	0.3520008	0.2743660	0.2343125	0.3384187	0.5124468	0.3243476	0.3577180	0.3294886	0.3423566	0.2462180	0.3669551	0.3233671	0.3211197	0.3550755	0.4559598	0.3075767	0.2953116	0.3191183	0.2759056	0.3964532	0.3750990	0.3569012	0.3747331	0.2426686	0.3415993	0.3475652	0.3809166	0.2938508	0.2769997	0.3176503	0.4598170	0.3355837	0.4009165	0.3696514	0.2718066	0.3556910	0.4158881	0.4818790	0.4361873	0.2604632	0.3423277	0.3415379	0.3329328	0.2990810	0.2641494	0.3348801	0.4294502	0.3287889	0.2482371	0.3275586	0.3051524	0.3850171	0.2226887	0.3578756	0.3416067	0.2984559	0.7343328	0.0000000	0.2859215	0.3121775	0.2723891	0.3246627	0.3895562	0.2449175	0.4182062	0.2776532	0.2701864	0.3194001	0.2665233	0.3152435	0.4411448	0.2698934	0.2813202	0.2961606	0.3918959	0.3175882	0.4076788	0.2861963	0.3881939	0.3185296	0.3399305	0.2887246	0.3565029	0.4243284	0.4201122	0.3048732	0.5023194	0.2254245	0.2958060	0.2957827	0.3153258	0.2612654
